カテゴリ,略称,タイトル,学会,著者所属,Paper URL,Website URL,タスク,Domain,ロボット,Training,Evaluation,Modality,Dataset,Backbone,Action Generation,概要
End-to-End,TinyVLA,"TinyVLA: Towards Fast, Data-Efficient Vision-Language-Action Models for Robotic Manipulation",RAL,Shanghai University,https://arxiv.org/abs/2409.12514,https://tiny-vla.github.io/,"Bi-manual, Manipulation",Tabletop,"Franka Emika Panda, UR5","LoRA, Supervised",MetaWorld,"Language, Proprioception, Vision",,"Pythia, ViT",Diffusion,小さなVLM(≤1.3B)にLoRAのみを学習し、Diffusion Policyでアクションを直接サンプリングするTinyVLAは、事前ロボットデータがなくてもOpenVLAより20倍速く、成功率が高い→軽量VLM + LoRA +拡散ヘッドで「高速・データ効率・汎用性」を同時に達成したVLAモデル。
End-to-End,ChatVLA,ChatVLA: Unified Multimodal Understanding and Robot Control with Vision-Language-Action Model,,"Shanghai University, Tsinghua University",https://arxiv.org/abs/2502.14420,https://chatvla.github.io/,Manipulation,"Kitchen, Tabletop",Franka Emika Panda,Supervised,,"Language, Vision","COCO, GQA, OCR-VQA, TextVQA, VisualGenome",Qwen2-VL,Diffusion,"Phased Alignment TrainingとMoE構造により、視覚・言語理解とロボット制御を1つの2 Bモデルに統合し、理解ベンチマーク(MMMU 6×↑)と25個の実ロボットタスクの両方でSOTA VLAを上回った。
→ Spurious forgetting・タスク干渉を解決した軽量ユニファイドVLAの実用可能性を提示。"
"3D, End-to-End",PointVLA,PointVLA: Injecting the 3D World into Vision-Language-Action Models,,Shanghai University,https://arxiv.org/abs/2503.07511,https://pointvla.github.io/,"Bi-manual, Manipulation",Tabletop,"AgileX, UR5",Supervised,RoboTwin,"Language, PointCloud, Vision",,Qwen2-VL,Diffusion,PointVLAは、事前学習されたVLAのアクションブロックのうち重要度の低い5つの層に点群特徴を残差として注入し、3D空間情報を追加しながら2D表現を保持する。この軽量な手法のおかげで、少数のデモでも、多課題・長距離・高さ変化・実物区別で従来の2D-3Dポリシーを圧倒する。
,VLA-Cache,VLA-Cache: Towards Efficient Vision-Language-Action Model via Adaptive Token Caching in Robotic Manipulation,,University of Sydney,https://arxiv.org/abs/2502.02175,,Manipulation,,"Kinova jaco, Simulation",,"LIBERO, SIMPLER",,,,,VLA-Cacheは、連続フレームの静的な視覚トークンをキャッシュし、タスクに重要なトークンのみを再計算する層別適応型手法で、学習を変更することなくVLA推論を最大1.7倍高速化します。実験の結果、LIBERO-SIMPLER・実ロボットともに、成功率の維持・向上とともに、FLOPs・遅延を大幅に削減しました。
End-to-End,DiffusionVLA,Diffusion-VLA: Generalizable and Interpretable Robot Foundation Model via Self-Generated Reasoning,ICML,Shanghai University,https://arxiv.org/abs/2412.03293,https://diffusion-vla.github.io/,"Bi-manual, Manipulation","Industrial, Tabletop","Franka Emika Panda, UR5","LoRA, Supervised",,"Language, Vision","DROID, Open-X-Embodiment","Qwen2-VL, SigLIP",Diffusion,"手法 - Qwen2-VLの自己chain-of-thoughtをFiLM注入Diffusion Policyと組み合わせ、推論可能な高周波制御を一度に学習。
成果 - 実機Franka-両腕ロボットで最大82 Hzで動作し、工場仕分け-102種bin-pickなどで従来VLAより+20 - 35 p成功率向上。"
,Interleave-VLA,Interleave-VLA: Enhancing Robot Manipulation with Interleaved Image-Text Instructions,,"Shanghai Jiao Tong University, UC Berkeley",https://arxiv.org/abs/2505.02152,,Manipulation,,"FANUC Mate, Simulation",,,,,,,"テキスト指示のみを受けていたVLAに画像-テキストのインターリーブ入力をサポートするように最小限修正したInterleave-VLAを提案し、21万エピソード規模のOpen Interleaved X-Embodimentで学習し、
その結果、シミュレータ-実ロボットで従来モデルに比べて2-3倍高いout-of-domain性能とスケッチ-ウェブ画像ゼロショット動作を達成した。"
"End-to-End, Hierarchical",RT-H,RT-H: Action Hierarchies Using Language,RSS,"Google DeepMind, Stanford University",https://arxiv.org/abs/2403.01823,https://rt-hierarchy.github.io/,Manipulation,"Kitchen, Tabletop",Google EDR,Supervised,,"Language, Vision","RT-1, RT-2","PaLI-X, ViT","Autoregressive, Discrete Token","言語モーションを中間層に置くRT-Hは、「課題→言語モーション→行動」の2段階Transformerを学習し、課題間の構造を共有する。
自動ラベル付けされた2500以上のモーションで、RT-2と比較して平均15％の性能を上げ、言語補正だけでさらに23％の改善・強力な一般化を達成した。"
Special,AutoRT,AutoRT: Embodied Foundation Models for Large Scale Orchestration of Robotic Agents,,Google DeepMind,https://arxiv.org/abs/2401.12963,https://auto-rt.github.io/,Manipulation,"Kitchen, Tabletop",Google EDR,Supervised,,"Language, Vision",,"FlexCap, PaLI",,"VLMベースのオープンボーカブラリーオブジェクト検出とシーンキャプションをLLMに入れ、課題を生成し、「ロボット憲法」プロンプトで危険・不可タスクをフィルタリングした後、Pick-Teleop-RT-2ポリシーを確率的に実行し、7ヶ月間、20台以上のロボットで77 kの実世界エピソードを自動収集した。
この多様・安全データでRT-1を再学習すると、高低一般化Pick成功率が0→12.5％、Wipeが10→30％に向上した。"
Special,Sara-RT,SARA-RT: Scaling up Robotics Transformers with Self-Adaptive Robust Attention,ICRA,Google,https://arxiv.org/abs/2312.01990,https://sites.google.com/view/rtsara/,Manipulation,Tabletop,"Google EDR, Kuka iiwa","Blackbox Optimization, Supervised",Matterport3D,"Language, PointCloud, Vision","RT-1, RT-2","PaLI-X, ViT","Autoregressive, Discrete Token","SARA-RTは学習型Gaussian projection+ReLU/exp kernelでソフトマックスアテンションを線形化するSelf-Adaptive Robust Attention up-training技法を提案、RT-2 5B-PCTで最大14%速度↑・精度↑・維持。
核心手法: 一度のアップトレーニングで従来のクアドラティックRTをm=d線形アテンション(ϕ<sub>SARA</sub>)ポリシーに変換し、ロボット実技推論を~100 msレベルに短縮。"
"End-to-End, VLM for Robotics",Gemini Robotics,Gemini Robotics: Bringing AI into the Physical World,,Google DeepMind,https://arxiv.org/abs/2503.20020,https://deepmind.google/discover/blog/gemini-robotics-brings-ai-into-the-physical-world/,"Bi-manual, Manipulation","Kitchen, Tabletop","ALOHA, Franka Emika Panda","Self-Supervised, Supervised","BLINK, ERQA, RealWorldQA","Language, Vision","EGTEA Gaze+, ERQA, HoloAssist, MECCANO, Open-X-Embodiment, UMI",Gemini,"Continuous, Primitive","Gemini Roboticsは、Gemini 2.0ベースのVLMをER微調整→クラウドバックボーン＋オンボードデコーダVLAに拡張し、3D認知・コード生成・ICL・大規模テレオペレータデータ学習でロボットをゼロショット-few-shot制御し、安全性までカバーする汎用ロボットモデルです。
ERQA-ALOHA 2-長期特化・新プラットフォームの実験で、従来のπ0-ディフュージョンポリシーを上回り、長い軌跡・言語・視覚・行動の一般化をすべて達成する。"
End-to-End,ICRT,In-Context Imitation Learning via Next-Token Prediction,ICRA,UC Berkeley,https://arxiv.org/abs/2408.15980,https://icrt.dev/,Manipulation,Tabletop,Franka Emika Panda,Supervised,,"Proprioception, Vision",DROID,"Transformer, ViT",Autoregressive,"プロンプトで与えられたデモシーケンスを文脈として、次のトークン予測のみを用いて新しいタスクを即座に実行するロボットポリシーICRTを提案する。
マルチタスクデータとプロンプト後損失設計により、Frankaロボットの実験においてOcto・OpenVLAと比較して最大15倍の高い成功率を達成した。"
"Cross-embodiment, End-to-End",UniAct,Universal Actions for Enhanced Embodied Foundation Models,CVPR,"Peking University, Tsinghua University",https://arxiv.org/abs/2501.10105,https://2toinf.github.io/UniAct/,"Bi-manual, Manipulation",Tabletop,"AIRBOT, Simulation, WidowX",Supervised,LIBERO,"Language, Vision","BC-Z, BridgeV2, DROID, LIBERO, Language Table, Open-X-Embodiment",LLaVA-OneVision,Discrete Token,"UniActは、VLMが選択するベクトル量子化ユニバーサルアクションスペースとロボットごとのMLPデコーダーにより、アクションの異質性を根本的に解決しました。28台のロボットと100万件のデモを0.5Bパラメーターで学習し、14倍の大型モデルを超える汎用操作性能を示しました。
手法：Gumbel-Softmaxでコードブック（256×128）の原子行動を抽出するとともに、軽量ヘッド/behavior-cloningにより多様なロボットに迅速に適応します。"
"3D, End-to-End, Prediction",3D-VLA,3D-VLA: A 3D Vision-Language-Action Generative World Model,ICML,"MIT, Shanghai Jiao Tong University",https://arxiv.org/abs/2403.09631,https://github.com/UMass-Embodied-AGI/3D-VLA,Manipulation,Tabletop,Simulation,"LoRA, Supervised","CALVIN, RLBench","Depth, Language, PointCloud, Vision","BC-Z, BridgeV2, CALVIN, Dobb-E, EPIC-Kitchens, Fractal, HOI4D, Jaco Play, Language Table, Mutex, Open-X-Embodiment, RH20T, RLBench, RT-1, RoboVQA, Roboturk",BLIP-2,"Autoregressive, Discrete Token",3D-LLMのバックボーンにオブジェクト・位置・行動トークンを注入し、RGB-D/ポイントクラウド目標を生成するディフュージョン世界モデルを組み合わせることで、3次元ワールドモデルを実装。 ➋ 2Mの3D言語行動データで学習し、3D推論・目標想像・ロボット計画のすべてでSOTAを凌駕した。
End-to-End,CoT-VLA,CoT-VLA: Visual Chain-of-Thought Reasoning for Vision-Language-Action Models,CVPR,"NVIDIA, Stanford University",https://arxiv.org/abs/2503.22020,https://cot-vla.github.io/,Manipulation,Tabletop,"Franka Emika Panda, Simulation, WidowX",Supervised,LIBERO,"Language, Vision","EPIC-Kitchens, Open-X-Embodiment, Something-Something",VILA-U,Discrete Token,CoT-VLAは、サブゴール画像→アクションチャンク2段階・ハイブリッドアテンション手法を用いて視覚的チェーン・オブ・シンキング推論を実現した7B VLAです。この手法は、OpenX + 非行動動画事前学習を通じて、実ロボットで17%、シミュレーションで6%の性能向上を実現しました。
"End-to-End, Hierarchical, RL",SLIM,SLIM: Sim-to-Real Legged Instructive Manipulation via Long-Horizon Visuomotor Learning,,Horizon Robotics,https://arxiv.org/abs/2501.09905,,"Manipulation, Navigation, Whole-Body Control","Indoor, Outdoor","Unitree Go1, WidowX","Distillation, RL",,"Language, Proprioception, Vision",,,Continuous,著者らは、Go1 + WidowXにおいてサブタスク分解 + PEX教師-生徒SAC/PPO階層RLと視覚ボトルネック・ドメインランダム化により、シミュレーションのみで学習したポリシーが実環境で80％に近い長期投下タスクを達成したことを示した。①低レベル速度追従歩行、②高レベル言語・視覚生徒ポリシー、③必須ダイナミクス‒ビジョンランダム化が核心手法である。
End-to-End,SafeVLA,SafeVLA: Towards Safety Alignment of Vision-Language-Action Model via Constrained Learning,,Peking University,https://arxiv.org/abs/2503.03480,https://pku-safevla.github.io/,"Manipulation, Move Base, Navigation","Indoor, Kitchen",Simulation,"RL, Supervised",AI2THOR,"Language, Proprioception, Vision",,"DINOv2, EmbCLIP, SigLIP","Autoregressive, Discrete Token","安全予測をコストに変換した後、ラグランジュSafeRLで学習する**ISAパイプライン（モデリング・リスク誘導・制約学習・検証）**を提案し、Safety-CHORESでリスク83.6%削減・成功率+3.9%を達成しました。
核心手法は、CMDPに基づくコスト制約＋リスク多様化データ＋適応的ラグランジュ最適化により、安全性と性能を同時に確保することである。"
End-to-End,Deer-VLA,DeeR-VLA: Dynamic Inference of Multimodal Large Language Models for Efficient Robot Execution,NeurIPS,"ByteDance Research, Tsinghua University",https://arxiv.org/abs/2411.02359,https://github.com/yueyang130/DeeR-VLA,Manipulation,Tabletop,Simulation,Supervised,CALVIN,"Language, Vision",CALVIN,"CLIP, LSTM, OpenFlamingo","Autoregressive, Continuous","動的Early-Exitマルチ-exit MLLM（Flamingo）とアクション一貫性に基づく終了基準により、状況に応じて必要な層まで実行することで、FLOPs・メモリを最大6.5倍/6倍削減しつつ、CALVINの操作性能を維持しました。
閾値はデータ推定・ベイジアン最適化により、予算内で自動的に調整されます。"
End-to-End,LAPA,Latent Action Pretraining from Videos,ICLR,"Allen Institute for AI, KAIST, Microsoft, NVIDIA, University of Washington",https://arxiv.org/abs/2410.11758,https://latentactionpretraining.github.io/,Manipulation,Tabletop,"Franka Emika Panda, Simulation, WidowX","Self-Supervised, Supervised","Language Table, SIMPLER","Language, Vision","BridgeV2, Open-X-Embodiment, Something-Something",LWM-Chat,Discrete Token,"VQ-VAEで得られた離散行動トークンを予測するようにVLMを非監督事前学習し、少量ラベルでデコードのみ微調整するLAPAは、ウェブ動画のみでもOpenVLA比で+6.2%の性能向上と30倍の高速学習を実現。
つまり、行動ラベルのないインターネット規模の動画→トークン化→VLM BC→少量ロボット微調整というシンプルな手法で、汎用ロボット基盤モデルを構築する。"
